# STAR             = HIP114971
# RA(ICRS, deg)    = 349.29141
# Dec(ICRS, deg)   = 3.2822883
# pmRA  (mas/yr)   = 759.820
# pmDec (mas/yr)   = 17.7700
# parallax (mas)   = 23.6400
# Vrad  (km/s)     = -14480.0
# Vtemplate (km/s) = -43132.0
# -------------------------------------------------------------------------------------------------------------------------------------- 
#           Filename                         JD_MID               BJD_MID           RV_raw        RV_bvc     Sigma1    Sigma2    Flux   
#                                            [days]                [days]            [m/s]         [m/s]      [m/s]     [m/s]    [ADU]  
# -------------------------------------------------------------------------------------------------------------------------------------- 
s1_2021-09-08T02-49-36_ext.ooo        2459465.6191774001  2459465.6256690607     -16423.74     -13944.42    113.69      4.99    6919.8
s1_2021-09-08T02-53-43_ext.ooo        2459465.6220311001  2459465.6285227840     -16417.93     -13946.73    117.65      5.40    6775.5
s1_2021-09-08T02-57-49_ext.ooo        2459465.6248754002  2459465.6313671079     -16407.85     -13944.67    124.26      5.82    6748.5
s1_2021-09-08T03-01-56_ext.ooo        2459465.6277426998  2459465.6342344307     -16398.42     -13943.27    135.42      6.59    6813.6
s1_2021-09-08T20-50-22_ext.ooo        2459466.3697055001  2459466.3762032250     -16595.03     -13953.53    203.96     12.16    2478.2
s1_2021-09-08T21-19-05_ext.ooo        2459466.3896516999  2459466.3961495999     -16559.85     -13953.06    201.74     11.40    2706.8
s1_2021-09-08T21-23-11_ext.ooo        2459466.3924993998  2459466.3989973245     -16548.92     -13947.54    182.53     11.25    2894.4
s1_2021-09-08T21-52-03_ext.ooo        2459466.4125441001  2459466.4190421980     -16502.56     -13942.31    179.36      9.62    3431.3
s1_2021-09-08T21-56-09_ext.ooo        2459466.4153894000  2459466.4218875221     -16491.58     -13937.58    163.49      9.08    3526.2
s1_2021-09-08T22-24-57_ext.ooo        2459466.4353860999  2459466.4418843910     -16442.65     -13935.27    157.66      9.30    3631.9
s1_2021-09-08T22-29-07_ext.ooo        2459466.4382783999  2459466.4447767152     -16435.48     -13935.22    151.18      8.36    4564.0
s1_2021-09-08T22-58-01_ext.ooo        2459466.4583565001  2459466.4648549818     -16379.28     -13930.68    144.18      7.57    4482.2
s1_2021-09-08T23-02-08_ext.ooo        2459466.4612151999  2459466.4677137048     -16368.81     -13927.87    161.98      8.39    4345.1
s1_2021-09-08T23-31-06_ext.ooo        2459466.4813278001  2459466.4878264675     -16314.89     -13929.72    142.71      7.26    5085.6
s1_2021-09-08T23-35-12_ext.ooo        2459466.4841684001  2459466.4906670898     -16304.68     -13927.62    139.84      7.76    5262.3
s1_2021-09-09T00-03-58_ext.ooo        2459466.5041514002  2459466.5106502469     -16251.27     -13932.63    135.82      6.92    6418.4
s1_2021-09-09T00-08-05_ext.ooo        2459466.5070110001  2459466.5135098691     -16240.27     -13930.16    155.42      7.96    5990.8
s1_2021-09-09T00-36-49_ext.ooo        2459466.5269653001  2459466.5334643209     -16179.20     -13929.46    138.80      6.79    5904.6
s1_2021-09-09T00-40-55_ext.ooo        2459466.5298040002  2459466.5363030424     -16180.42     -13939.35    147.73      7.57    5808.1
s1_2021-09-09T02-01-52_ext.ooo        2459466.5860237000  2459466.5925231474     -16015.45     -13946.57    126.35      6.11    6705.8
s1_2021-09-09T02-05-57_ext.ooo        2459466.5888650999  2459466.5953645669     -16014.17     -13953.83    115.12      5.35    6614.4
s1_2021-09-09T02-34-48_ext.ooo        2459466.6088895001  2459466.6153891031     -15959.82     -13958.64    126.09      5.93    6046.6
s1_2021-09-09T02-38-56_ext.ooo        2459466.6117628999  2459466.6182625219     -15953.34     -13960.47    124.45      5.88    5988.8
s1_2021-09-09T03-07-43_ext.ooo        2459466.6317587001  2459466.6382584539     -15905.15     -13968.57    139.72      6.95    5541.2
s1_2021-09-09T03-11-49_ext.ooo        2459466.6345989001  2459466.6410986721     -15898.70     -13969.87    142.27      6.81    5602.7
s1_2021-09-09T03-40-36_ext.ooo        2459466.6545863999  2459466.6610862990     -15848.44     -13972.14    130.71      6.36    6049.9
s1_2021-09-09T03-44-41_ext.ooo        2459466.6574261002  2459466.6639260170     -15835.00     -13965.86    128.46      6.26    6305.0
s1_2021-09-09T04-13-30_ext.ooo        2459466.6774384999  2459466.6839385405     -15796.76     -13975.60    140.01      6.86    5285.9
s1_2021-09-09T04-17-38_ext.ooo        2459466.6803041999  2459466.6868042578     -15789.54     -13974.88    136.17      6.69    5180.6
s1_2021-09-09T04-46-24_ext.ooo        2459466.7002802999  2459466.7067804774     -15741.73     -13969.57    135.63      6.83    5403.8
s1_2021-09-09T04-50-31_ext.ooo        2459466.7031430998  2459466.7096432946     -15742.45     -13975.97    138.56      7.15    5252.6
s1_2021-09-09T05-19-18_ext.ooo        2459466.7231275998  2459466.7296279115     -15712.84     -13982.82    156.12      8.33    4168.5
s1_2021-09-09T05-23-23_ext.ooo        2459466.7259680000  2459466.7324683280     -15701.90     -13976.59    162.22      8.59    3796.9
s1_2021-09-09T05-52-10_ext.ooo        2459466.7459578998  2459466.7524583424     -15675.60     -13980.16    188.72     10.80    2561.6
s1_2021-09-09T20-55-27_ext.ooo        2459467.3732365002  2459467.3797410107     -16059.45     -13928.72    152.27      8.01    4164.1
s1_2021-09-09T21-24-17_ext.ooo        2459467.3932562000  2459467.3997608521     -16023.00     -13928.91    136.49      6.46    4927.3
s1_2021-09-09T21-28-22_ext.ooo        2459467.3960978002  2459467.4026024719     -16023.82     -13935.37    135.40      7.19    5202.9
s1_2021-09-09T21-57-10_ext.ooo        2459467.4160964000  2459467.4226012100     -15976.27     -13930.48    132.74      6.44    5540.0
s1_2021-09-09T22-01-16_ext.ooo        2459467.4189355001  2459467.4254403296     -15965.19     -13925.85    131.28      6.56    5851.5
s1_2021-09-09T22-30-04_ext.ooo        2459467.4389415998  2459467.4454465639     -15929.92     -13938.64    118.56      5.60    6913.3
s1_2021-09-09T22-34-11_ext.ooo        2459467.4418012002  2459467.4483061833     -15916.65     -13932.59    110.29      5.16    6868.1
s1_2021-09-09T23-02-59_ext.ooo        2459467.4617981999  2459467.4683033144     -15869.59     -13938.18    129.69      5.61    6636.0
s1_2021-09-09T23-07-07_ext.ooo        2459467.4646653999  2459467.4711705325     -15856.41     -13932.83    120.65      5.16    7299.8
s1_2021-09-09T23-35-58_ext.ooo        2459467.4847053001  2459467.4912105598     -15806.77     -13939.67    120.43      5.36    7702.8
s1_2021-09-09T23-40-05_ext.ooo        2459467.4875681000  2459467.4940733775     -15797.31     -13938.51    116.49      5.24    7779.8
s1_2021-09-10T00-08-50_ext.ooo        2459467.5075341002  2459467.5140395002     -15739.72     -13939.94    120.64      6.16    8455.6
s1_2021-09-10T00-13-02_ext.ooo        2459467.5104481000  2459467.5169535172     -15731.41     -13940.40    126.22      7.83    8718.1
s1_2021-09-10T00-41-51_ext.ooo        2459467.5304614999  2459467.5369670354     -15675.59     -13945.50    121.84      5.75    7838.9
s1_2021-09-10T00-45-57_ext.ooo        2459467.5333006000  2459467.5398061518     -15665.82     -13944.45    129.14      5.87    7961.1
s1_2021-09-10T02-00-31_ext.ooo        2459467.5850902000  2459467.5915960362     -15515.22     -13952.38    122.49      5.90    8026.7
s1_2021-09-10T02-04-37_ext.ooo        2459467.5879361001  2459467.5944419513     -15505.22     -13950.92    125.21      5.98    8117.3
s1_2021-09-10T02-33-26_ext.ooo        2459467.6079481002  2459467.6144540533     -15449.86     -13954.50    123.00      5.63    7543.8
s1_2021-09-10T02-37-34_ext.ooo        2459467.6108212001  2459467.6173271677     -15438.56     -13951.48    136.21      6.61    7225.5
s1_2021-09-10T03-06-22_ext.ooo        2459467.6308166999  2459467.6373227653     -15382.14     -13951.10    126.08      6.04    5461.1
s1_2021-09-10T03-10-30_ext.ooo        2459467.6336872000  2459467.6401932789     -15378.93     -13955.68    134.75      6.55    5174.2
s1_2021-09-10T03-39-19_ext.ooo        2459467.6537008001  2459467.6602069726     -15318.39     -13947.42    135.39      6.86    5505.0
s1_2021-09-10T03-43-25_ext.ooo        2459467.6565470002  2459467.6630531857     -15311.49     -13947.64    132.60      5.96    6209.9
s1_2021-09-10T04-12-11_ext.ooo        2459467.6765240999  2459467.6830303753     -15263.53     -13947.19    145.99      6.88    4967.9
s1_2021-09-10T04-16-18_ext.ooo        2459467.6793840998  2459467.6858903877     -15264.60     -13954.69    136.96      7.52    4886.4
s1_2021-09-10T04-45-08_ext.ooo        2459467.6994083002  2459467.7059146743     -15217.88     -13950.11    145.21      7.48    4591.4
s1_2021-09-10T04-49-14_ext.ooo        2459467.7022533002  2459467.7087596864     -15207.37     -13945.17    143.99      7.76    4687.8
s1_2021-09-10T05-18-05_ext.ooo        2459467.7222869000  2459467.7287933696     -15164.43     -13938.27    155.60      8.65    4172.5
s1_2021-09-10T05-22-10_ext.ooo        2459467.7251260001  2459467.7316324813     -15167.11     -13945.59    158.18      8.16    4163.5
s1_2021-09-10T05-50-57_ext.ooo        2459467.7451053001  2459467.7516118623     -15132.61     -13940.38    186.25     10.97    2691.2
s1_2021-09-10T21-49-41_ext.ooo        2459468.4108998999  2459468.4174096896     -15497.67     -13947.38    145.02      6.87    5306.9
s1_2021-09-10T22-18-32_ext.ooo        2459468.4309307002  2459468.4374405923     -15459.10     -13955.75    174.56      9.82    2892.4
s1_2021-09-10T22-22-40_ext.ooo        2459468.4338048999  2459468.4403148065     -15448.42     -13952.17    146.39      8.11    4231.7
s1_2021-09-10T23-38-30_ext.ooo        2459468.4864607002  2459468.4929708582     -15309.06     -13956.03    138.49      6.24    6160.9
s1_2021-09-10T23-42-40_ext.ooo        2459468.4893602999  2459468.4958704710     -15292.64     -13948.08    139.81      6.55    6109.4
s1_2021-09-11T00-11-24_ext.ooo        2459468.5093172002  2459468.5158274593     -15232.26     -13947.14    142.81      7.14    5326.4
s1_2021-09-11T00-15-30_ext.ooo        2459468.5121562001  2459468.5186664714     -15231.65     -13955.11    135.44      6.74    6503.9
s1_2021-09-11T00-44-19_ext.ooo        2459468.5321693001  2459468.5386796552     -15169.67     -13954.28    142.06      6.77    5985.1
s1_2021-09-11T00-48-24_ext.ooo        2459468.5350087001  2459468.5415190663     -15163.50     -13956.84    154.10      7.32    6040.1
s1_2021-09-11T01-17-10_ext.ooo        2459468.5549770999  2459468.5614875448     -15093.40     -13948.23    138.36      6.73    5519.9
s1_2021-09-11T01-21-17_ext.ooo        2459468.5578458002  2459468.5643562563     -15088.23     -13951.87    143.08      6.80    5509.5
s1_2021-09-11T01-50-00_ext.ooo        2459468.5777853001  2459468.5842958302     -15025.54     -13950.00    136.48      6.82    5346.6
s1_2021-09-11T01-54-05_ext.ooo        2459468.5806247001  2459468.5871352400     -15020.43     -13953.45    136.13      6.75    5318.9
s1_2021-09-11T04-29-43_ext.ooo        2459468.6887019002  2459468.6952127726     -14724.76     -13941.94    211.13     12.71    2213.6
s1_2021-09-11T04-33-50_ext.ooo        2459468.6915619001  2459468.6980727799     -14732.52     -13955.60    190.73     11.49    2217.1
s1_2021-09-11T05-02-41_ext.ooo        2459468.7115889001  2459468.7180998311     -14669.83     -13931.14    475.62     22.40     536.8
s1_2021-09-12T21-04-41_ext.ooo        2459470.3796436000  2459470.3861583313     -14556.58     -13955.47    186.25     10.23    2704.5
s1_2021-09-12T21-08-51_ext.ooo        2459470.3825416001  2459470.3890563371     -14553.34     -13957.78    184.19     10.17    2667.1
s1_2021-09-13T23-34-24_ext.ooo        2459471.4836169998  2459471.4901317628     -13800.65     -13966.63    142.67      7.03    5051.8
s1_2021-09-13T23-38-31_ext.ooo        2459471.4864773001  2459471.4929920612     -13785.82     -13960.24    146.70      7.94    4740.9
s1_2021-09-14T00-07-20_ext.ooo        2459471.5064929998  2459471.5130077479     -13730.32     -13964.80    164.83      8.85    4361.2
s1_2021-09-14T00-11-26_ext.ooo        2459471.5093355002  2459471.5158502460     -13726.96     -13970.07    143.24      8.18    4005.1
s1_2021-09-14T00-40-15_ext.ooo        2459471.5293405000  2459471.5358552281     -13660.14     -13964.58    168.71      9.38    3173.6
s1_2021-09-14T00-44-21_ext.ooo        2459471.5321883000  2459471.5387030253     -13643.73     -13956.93    176.40      9.42    3414.4
s1_2021-09-14T01-13-09_ext.ooo        2459471.5521967001  2459471.5587114026     -13586.67     -13961.43    179.42      9.63    3469.1
s1_2021-09-14T01-17-18_ext.ooo        2459471.5550747002  2459471.5615893989     -13581.02     -13964.60    164.67      8.91    3521.6
s1_2021-09-14T01-46-12_ext.ooo        2459471.5751391998  2459471.5816538716     -13515.59     -13960.06    158.20      8.58    3428.5
s1_2021-09-14T01-50-19_ext.ooo        2459471.5780067998  2459471.5845214669     -13497.83     -13950.88    163.77      9.27    3649.9
s1_2021-09-14T02-19-11_ext.ooo        2459471.5980484998  2459471.6045631352     -13432.71     -13944.69    157.31      8.14    3943.5
s1_2021-09-14T02-23-18_ext.ooo        2459471.6009046002  2459471.6074192305     -13435.96     -13956.15    155.68      8.63    3868.1
s1_2021-09-14T02-52-05_ext.ooo        2459471.6209010999  2459471.6274156943     -13373.08     -13949.16    178.50     10.11    3111.2
s1_2021-09-14T02-56-17_ext.ooo        2459471.6238119998  2459471.6303265886     -13367.26     -13951.22    160.78      9.22    3208.0
s1_2021-09-15T20-36-59_ext.ooo        2459473.3604119001  2459473.3669217820     -13076.16     -13956.58    143.43      7.80    4986.6
s1_2021-09-15T20-41-05_ext.ooo        2459473.3632557001  2459473.3697655736     -13078.14     -13963.57    149.34      8.10    5148.6
s1_2021-09-15T21-09-59_ext.ooo        2459473.3833264001  2459473.3898362136     -13036.41     -13960.32    146.90      7.76    4481.4
s1_2021-09-15T21-14-04_ext.ooo        2459473.3861656999  2459473.3926755046     -13030.47     -13960.26    166.71      8.49    5443.9
s1_2021-09-15T21-42-50_ext.ooo        2459473.4061432998  2459473.4126530415     -13001.64     -13975.60    162.11      8.21    4853.3
s1_2021-09-15T21-47-00_ext.ooo        2459473.4090384999  2459473.4155482324     -12989.61     -13970.37    145.68      7.53    5330.1
s1_2021-09-15T22-15-51_ext.ooo        2459473.4290713002  2459473.4355809656     -12934.04     -13964.30    152.99      7.86    4338.6
s1_2021-09-15T22-19-58_ext.ooo        2459473.4319270998  2459473.4384367554     -12930.69     -13968.33    144.47      7.30    5379.7
s1_2021-09-15T22-48-51_ext.ooo        2459473.4519892000  2459473.4584987848     -12869.29     -13960.89    187.15     10.96    3128.2
s1_2021-09-15T22-52-57_ext.ooo        2459473.4548330000  2459473.4613425746     -12865.03     -13964.55    179.49     11.14    2917.7
s1_2021-09-15T23-21-44_ext.ooo        2459473.4748236001  2459473.4813330998     -12804.54     -13961.27    166.90      9.86    3365.6
s1_2021-09-15T23-25-52_ext.ooo        2459473.4776892001  2459473.4841986885     -12797.15     -13962.27    173.27     10.15    3260.3
s1_2021-09-17T20-23-14_ext.ooo        2459475.3508588001  2459475.3573571742     -12046.62     -13918.50    142.18      7.53    4191.3
s1_2021-09-17T20-27-19_ext.ooo        2459475.3536970001  2459475.3601953564     -12050.22     -13926.93    131.92      6.70    4663.0
s1_2021-09-17T20-56-06_ext.ooo        2459475.3736922001  2459475.3801904307     -11993.11     -13907.00    141.10      7.30    4535.7
s1_2021-09-17T21-00-12_ext.ooo        2459475.3765305998  2459475.3830288122     -11989.00     -13908.61    125.02      6.25    4850.5
s1_2021-09-17T21-29-00_ext.ooo        2459475.3965385999  2459475.4030366829     -11943.72     -13906.53    119.55      5.96    5750.0
s1_2021-09-17T21-33-10_ext.ooo        2459475.3994310000  2459475.4059290644     -11938.14     -13907.60    126.58      5.74    5612.3
s1_2021-09-17T22-01-56_ext.ooo        2459475.4194042999  2459475.4259022316     -11884.36     -13902.26    117.10      5.41    7211.4
s1_2021-09-17T22-06-02_ext.ooo        2459475.4222479998  2459475.4287459124     -11882.93     -13908.07    123.05      5.37    6899.3
s1_2021-09-17T22-34-47_ext.ooo        2459475.4422126999  2459475.4487104760     -11832.68     -13910.74    112.00      5.04    8376.6
s1_2021-09-17T22-38-54_ext.ooo        2459475.4450731999  2459475.4515709565     -11829.56     -13915.48    112.27      4.40    8588.6
s1_2021-09-17T23-07-49_ext.ooo        2459475.4651536001  2459475.4716512156     -11785.37     -13928.17    122.52      5.53    6758.0
s1_2021-09-17T23-11-57_ext.ooo        2459475.4680248001  2459475.4745223951     -11784.56     -13935.70    123.31      5.39    6690.9
s1_2021-09-17T23-40-47_ext.ooo        2459475.4880524999  2459475.4945499492     -11737.75     -13948.29    123.73      5.36    5586.8
s1_2021-09-17T23-44-53_ext.ooo        2459475.4908989002  2459475.4973963285     -11729.12     -13948.23    126.35      5.55    5777.2
s1_2021-09-18T00-13-53_ext.ooo        2459475.5110356999  2459475.5175329777     -11685.14     -13965.62    132.77      6.69    4587.8
s1_2021-09-18T00-18-02_ext.ooo        2459475.5139156999  2459475.5204129559     -11673.87     -13963.20    124.41      6.12    5057.0
s1_2021-09-18T20-40-08_ext.ooo        2459476.3625941002  2459476.3690841105     -11557.53     -13953.54    138.75      6.85    5248.8
s1_2021-09-18T20-44-16_ext.ooo        2459476.3654676001  2459476.3719575875     -11556.91     -13958.38    140.44      6.80    5607.0
s1_2021-09-18T21-13-12_ext.ooo        2459476.3855617000  2459476.3920515254     -11509.99     -13952.73    130.31      6.15    5646.2
